Name	Price	Cheapest - Option	Cheapest - Shipping Cost	Cheapest - Taxes & Fees	Cheapest ETA - Days	Fastest Option - Days	Fastest - Shipping Cost	Fastest - Taxes & Fees	Group	Category	Vendor	URL
Massage Seat	49.99	Prime Shipping	0	3.87	2	1	8.99	3.87	Diamond+	Electronics	Amazon	https://www.amazon.com/gp/product/B003QMUX2O?imprToken=-dCec.VCmrbi7yTq77faNQ&slotNum=1&ie=UTF8&tag=bustle7440-20&camp=1789&linkCode=xm2&creativeASIN=B003QMUX2O
Heated Blanket	64.44	Standard Shipping	0		9	7	8.99	0	Diamond+	Other	Amazon	https://www.amazon.com/dp/B006A1PGDE/?tag=bp_links-20&ascsubtag=[artid|2089.g.3486[src|[ch|
Wooden Chess Set	39.99	Prime Shipping	0		2	1	6.99	0	Diamond+	Board Games	Amazon	https://www.amazon.com/dp/B071RL7NCY/ref=sspa_dk_detail_0?psc=1&pd_rd_i=B071RL7NCY&pd_rd_w=DLuoI&pf_rd_p=f0dedbe2-13c8-4136-a746-4398ed93cf0f&pd_rd_wg=UhRxe&pf_rd_r=BGSW2W4XPF5VNCETN3C6&pd_rd_r=bfaf9d05-fcb4-11e8-bb58-d341f6e44338
Monster Truck RC Car	45.99	Standard Shipping	0		3	2	6.99	0	Diamond+	Toys	Amazon	https://www.amazon.com/dp/B07GQHXPZV/ref=sspa_dk_detail_3?psc=1
Zombie Defense Survival Kit	32.3	Standard Shipping	0		7	4	15.94	0	Diamond+	Toys	Amazon	https://www.amazon.com/dp/B009R7LQQE/ref=cm_gf_aTNN_i21_d_p0_qd1_____________________6vQTjcv3wh45kE7DyhIO
Foldable RC Drone	34.99	Prime Shipping	0		2	1	5.99	0	Diamond+	Toys	Amazon	https://www.amazon.com/Holy-Stone-Foldable-Quadcopter-Beginners/dp/B01M25O8E0/ref=sr_1_85?s=toys-and-games&ie=UTF8&qid=1544483941&sr=1-85&refinements=p_n_age_range%3A5442388011
Thrustmaster Joystick	39.99	Prime Shipping	0	3.1	2	1	6.99	3.64	Diamond+	Electronics	Amazon	https://www.amazon.com/Thrustmaster-2960773-T16000M-Joystick-Black/dp/B01MQEDEEW/ref=zg_bs_318813011_87?_encoding=UTF8&psc=1&refRID=2H2HY96DT00SW9PVM53M
Hatchtimals Mystery	46.98	Prime Shipping	0		2	1	6.99	0	Diamond+	Toys	Amazon	https://www.amazon.com/Hatchimals-Mystery-Fluffy-Interactive-Characters/dp/B074XNXTC6/ref=zg_bs_toys-and-games_83?_encoding=UTF8&psc=1&refRID=XA9YE4M8NKQBBQ34CZY1
Atari Flashback	46.95	Prime Shipping	0		2		0		Diamond+	Electronics	Amazon	https://www.amazon.com/dp/B06XVVSVWB/ref=cm_gf_aAN_i9_d_p0_qd14______________________xGwqxzXyfsFIP2Rwh7Gk
PlayerUnknowns Battleground - Steam Game	29.99	Steam Game	0						Diamond+	Video Game	Amazon	https://store.steampowered.com/app/578080/PLAYERUNKNOWNS_BATTLEGROUNDS/
Warhammer: Vermintide 2 - Steam Game	29.99	Steam Game	0						Diamond+	Video Game	Amazon	https://store.steampowered.com/app/552500/Warhammer_Vermintide_2/
Divinity: Original Sin II - Steam Game	44.99	Steam Game	0						Diamond+	Video Game	Amazon	https://store.steampowered.com/app/435150/Divinity_Original_Sin_2__Definitive_Edition/
ARK: Survival Evolved - Steam Game	49.99	Steam Game	0						Diamond+	Video Game	Amazon	https://store.steampowered.com/app/346110/ARK_Survival_Evolved/
Switch Controller	65.95	Prime Shipping	0	5.11	2	1	5.99	5.11	Dream	Electronics	Amazon	https://www.amazon.com/Nintendo-Switch-Pro-Controller/dp/B01NAWKYZ0/ref=zg_bs_videogames_5?_encoding=UTF8&refRID=BY68NZ5HQRRT1FZTWKK5&th=1
Steam Controller	64.99	Prime Shipping	0		2	1	5.99	0	Dream	Electronics	Amazon	https://www.amazon.com/Steam-Controller-SteamOS/dp/B016KBVBCS
RC Robot Dinosaur	59.99	Prime Shipping	0		2	1	5.99	0	Dream	Toys	Amazon	https://www.amazon.com/dp/B0797SS7BC/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B0797SS7BC&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=f0dedbe2-13c8-4136-a746-4398ed93cf0f&pd_rd_wg=BG3XL&pf_rd_r=EKP4SR05YMK64Y3QJPEY&pf_rd_s=desktop-dp-sims&pf_rd_t=40701&pd_rd_w=C6h0B&pf_rd_i=d
Racing Style Gaming Chair	85.99	Standard Shipping	9.99	0	2		9.99	0	Dream	Other	Amazon	https://www.amazon.com/Polar-Aurora-High-Back-Executive-Ergonomic/dp/B07JDYDG2M/ref=sr_1_14?s=furniture&ie=UTF8&qid=1544121184&sr=1-14&keywords=gaming+chair&refinements=p_36%3A-10000
Sound Bar Subwoofer	99.96	Prime Shipping	0		2		0		Dream	Electronics	Amazon	https://www.amazon.com/subwoofer-MEGACRA-Wireless-Connection-Adjustable/dp/B071L22RZM/ref=sr_1_1_sspa?ie=UTF8&qid=1544121795&sr=8-1-spons&keywords=sound+bar+under+100&psc=1
$100 Gift Card	100	Digital Item	0						Dream	Digital	
L-Shaped Corner Desk	86.87	Prime Shipping	0	6.73	3		0	6.73	Dream	Other	Amazon	https://www.amazon.com/SHW-L-Shaped-Home-Office-Corner/dp/B01MT2A5D4/ref=sr_1_4?s=home-garden&ie=UTF8&qid=1545082818&sr=1-4&keywords=L+shape+corner+desk&refinements=p_36%3A-11000
Powerbeats3 Earphones	99.99	Prime Shipping	0	10.39	2	1	3.99	10.39	Dream	Electronics	Amazon	https://www.amazon.com/Beats-ML8V2LL-Powerbeats3-Wireless-Earphones/dp/B01LZH8QHJ/ref=sr_1_4?s=electronics&ie=UTF8&qid=1544138103&sr=1-4&keywords=beats+by+dre
Super NES Classic	105.89	Prime Shipping	0		2	1	5.99	0	Dream	Toys	Amazon	https://www.amazon.com/Super-NES-Classic-nintendo/dp/B0721GGGS9/ref=sr_1_1?ie=UTF8&qid=1544607723&sr=8-1&keywords=super+nes+classic
Razer Naga Trinity Mouse	74.99	Prime Shipping	0	5.81	2	1	5.99	5.81	Dream	Electronics	Amazon	https://www.amazon.com/Razer-Naga-Trinity-Optical-Interchangeable/dp/B0788MCRGC/ref=sr_1_18_sspa?s=videogames&ie=UTF8&qid=1544141938&sr=1-18-spons&keywords=gaming+mouse&psc=1
Streaming Equipment Kit	79.99	Prime Shipping	0		2		0		Dream	Electronics	Amazon	https://www.amazon.com/Stream-Team-Streaming-Widescreen-Microphone/dp/B07BHWFLZG/ref=sr_1_2_sspa?s=electronics&ie=UTF8&qid=1543060084&sr=1-2-spons&keywords=streaming&psc=1
Fujifilm Instant Film Camera	54.99	Prime Shipping	0	4.18	2	1	5.99	4.18	Dream	Toys	Amazon	https://www.amazon.com/dp/B06WWL4JD8/?tag=bp_links-20&ascsubtag=[artid|2089.g.3486[src|[ch|
Michael Kors Wristlet	60	Prime Shipping	0		2		0		Dream	Fashion	Amazon	https://www.amazon.com/Michael-Kors-Travel-Multifunction-Wristlet/dp/B07GT6V6VG/ref=sr_1_34?s=apparel&ie=UTF8&qid=1544316507&sr=1-34&nodeID=7141123011&psd=1&keywords=michael+kors
Boys Wallet	54.95	Prime Shipping	0		2	1	3.99	0	Dream	Fashion	Amazon	https://www.amazon.com/Allett-Slim-Leather-Wallet-Black/dp/B00AR4XJ34/ref=sr_1_197_sspa?s=apparel&ie=UTF8&qid=1544319010&sr=1-197-spons&nodeID=7141123011&psd=1&keywords=wallet&refinements=p_36%3A2661614011&psc=1
Mens Wallet	60	Prime Shipping	0	4.65	2	1	3.99	4.96	Dream	Fashion	Amazon	https://www.amazon.com/Fossil-Mens-International-Combination-Wallet/dp/B079ZZWQDP/ref=pd_sim_241_2?_encoding=UTF8&pd_rd_i=B079ZZWQDP&pd_rd_r=02a3ec23-fb51-11e8-983a-1d3d78e30f53&pd_rd_w=qllmF&pd_rd_wg=tHa7l&pf_rd_p=18bb0b78-4200-49b9-ac91-f141d61a1780&pf_
Girls Wallet	68	Prime Shipping	0	5.27	2	1	3.99	5.27	Dream	Fashion	Amazon	https://www.amazon.com/Kate-Spade-New-York-Cameron/dp/B07KGPR2B7/ref=sr_1_182?s=apparel&ie=UTF8&qid=1544318959&sr=1-182&nodeID=7141123011&psd=1&keywords=wallet&refinements=p_36%3A2661614011
Womens Wallet	79.99	Prime Shipping	0		2	1	3.99	0	Dream	Fashion	Amazon	https://www.amazon.com/Kate-Spade-New-York-Newbury/dp/B07FZVKC52/ref=sr_1_10?s=apparel&ie=UTF8&qid=1544318820&sr=1-10&nodeID=7141123011&psd=1&keywords=wallet&refinements=p_36%3A2661614011
Outdoors Wallet	72	Prime Shipping	0		2	1	5.99	0	Dream	Fashion	Amazon	https://www.amazon.com/Ridge-Authentic-Minimalist-Blocking-Wallet/dp/B07F6FSDHS/ref=sr_1_17?s=apparel&ie=UTF8&qid=1544318863&sr=1-17&nodeID=7141123011&psd=1&keywords=wallet&refinements=p_36%3A2661614011
Intellectuals Wallet	79	Prime Shipping	0	6.12	2	1	5.99	0	Dream	Fashion	Amazon	https://www.amazon.com/Ekster-Parliament-Leather-Wallet-Blocking/dp/B0733PM66B/ref=sr_1_8?s=apparel&ie=UTF8&qid=1544319320&sr=1-8&nodeID=7141123011&psd=1&keywords=smart+wallet
Artist Wallet	23.99	Prime Shipping	0		2	1	5.99	0	Dream	Fashion	Amazon	https://www.amazon.com/Multifunctional-Shoulder-Multi-Pockets-Messenger-Crossbody/dp/B01M8Q9ZP8/ref=sr_1_40?s=apparel&ie=UTF8&qid=1544319738&sr=1-40&nodeID=7141123011&psd=1&keywords=man+purse
Punks Wallet	29.99	Prime Shipping	0		2	1	3.99	0	Dream	Fashion	Amazon	https://www.amazon.com/Minimalist-ID-Outside-Slate-Gray/dp/B01M98ZI6J/ref=sr_1_8?s=apparel&ie=UTF8&qid=1544319102&sr=1-8&nodeID=7141123011&psd=1&keywords=modern+wallet
10ft Tumbl Trak Balance Beam	79.95	Prime Shipping	0	6.2	2	1	13.99	7.28	Dream	Toys	Amazon	https://www.amazon.com/dp/B07F6VYN9P/ref=gbps_tit_m15_e44d_8c202790?smid=ATVPDKIKX0DER&pf_rd_p=b432e1de-c3b7-4f20-969a-6a641c7ce44d&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911198011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=69NJR90055WG2KWTR47B
Imaginext Jurassic World T-Rex	89.3	Prime Shipping	0	6.92	2		6.92	0	Dream	Toys	Amazon	https://www.amazon.com/dp/B0751WB377/ref=gbps_tit_m15_5213_fa98ae61?smid=ATVPDKIKX0DER&pf_rd_p=121796c2-50b8-4766-be4e-942d22515213&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911195011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=R6F0ZRMW04AZ9BS2832N
Karaoke System + Mic	69.99	Prime Shipping	0	5.42	2	1	13.99	6.5	Dream	Electronics	Amazon	https://www.amazon.com/dp/B01EVKUHI4/ref=gbps_img_m15_3c3b_d838a970?smid=ATVPDKIKX0DER&pf_rd_p=e72069b6-326d-447f-896a-a5c6cf453c3b&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911194011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=NBMPCWMWWFQ7CSWXTT1V
Dartboard Game	47.99	Prime Shipping	0	3.72	2	1	8.99	4.42	Dream	Toys	Amazon	https://www.amazon.com/dp/B07BZ43SM8/ref=gbps_tit_m15_e44d_e8907817?smid=ATVPDKIKX0DER&pf_rd_p=b432e1de-c3b7-4f20-969a-6a641c7ce44d&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911198011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=G3BCRH9TD0CK56GJ49NN
Dartboard Game + Cabinet	74.99	Standard Shipping	0	5.81	5		0	5.81	Dream	Toys	Amazon	https://www.amazon.com/dp/B01MSXFLJJ/ref=sspa_dk_hqp_detail_aax_0?psc=1
AuraGlow Teeth Whitening Kit	47.95	Prime Shipping	0		2	1	3.99	0	Dream	Other	Amazon	https://www.amazon.com/gp/product/B00YI5VJW6?imprToken=qrIHvPa9rGd8FgPZD8cgMw&slotNum=1&ie=UTF8&tag=bustle7440-20&camp=1789&linkCode=xm2&creativeASIN=B00YI5VJW6
Coleman 4-Person Tent	59.16	Prime Shipping	0	4.58	2	1	5.51	11.99	Dream	Other	Amazon	https://www.amazon.com/Coleman-Sundome-4-Person-Tent-Green/dp/B004J2GUOU/ref=sr_1_2_sspa?s=outdoor-recreation&ie=UTF8&qid=1544462841&sr=1-2-spons&keywords=tent&psc=1
Mini Projector	51.5	Prime Shipping	0	11.36	2	1	5.99	11.36	Dream	Electronics	Amazon	https://www.amazon.com/Porjector-Brightness-Speakers-Portable-Projectors/dp/B07191W1SP/ref=sr_1_6_acs_osp_osp20-b1490e8a-a7_2?s=arts-crafts&ie=UTF8&qid=1544463644&sr=1-6-acs&keywords=projector&tag=bestcont06-20&ascsubtag=b1490e8a-a736-4e37-84e9-ef00bb3853
Rechargeable Toothbrush	67.43	Prime Shipping	0	5.23	2	1	6.99	5.23	Dream	Other	Amazon	https://www.amazon.com/dp/B07KD4C8P6/?tag=bp_links-20&ascsubtag=%5Bartid%7C2089.g.3486%5Bsrc%7C%5Bch%7C&th=1
Marvel Avengers Coding Kit	148.82	Prime Shipping	0	11.23	2	1	7.99	11.23	Dream	Electronics	Amazon	https://www.amazon.com/dp/B07BDZZRR3/ref=cm_gf_aAN_d_p0_qd1__________________________UeK9pcSOEVJcEXrIyEya
Kettle Popcorn Maker	49.99	Prime Shipping	0	3.87	2		3.87	0	Dream	Electronics	Amazon	https://www.amazon.com/dp/B0001V48KG/ref=cm_gf_aAN_i22_d_p0_qd12_____________________KOJF5cxVQ4IHbYZgbWJz
Ukelele	47.99	Prime Shipping	0		2		0		Dream	Other	Amazon	https://www.amazon.com/dp/B07315K15N/ref=cm_gf_aAN_d_p0_qd13_________________________3lHKEDUC96hGOjrzNXL5
Guitar	88.77	Prime Shipping	0	6.88	2	1	16.99	8.2	Dream	Other	Amazon	https://www.amazon.com/Guitar-Dummies-Acoustic-Starter-Audio/dp/B000FPPZLE/ref=sr_1_4?s=musical-instruments&ie=UTF8&qid=1544477614&sr=1-4&keywords=guitar
24-in Hard AmazonBasics Spinner Luggage	$61	Prime Shipping	0	4.73	2	1	19.99	6.28	Dream	Other	Amazon	https://www.amazon.com/dp/B071HHX4TB/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B071HHX4TB&pd_rd_w=PloIl&pf_rd_p=f0dedbe2-13c8-4136-a746-4398ed93cf0f&pd_rd_wg=eVOKf&pf_rd_r=4XBWPZJRP2GPRV9D0M4X&pd_rd_r=2f85a69d-fcdd-11e8-ac56-ef78e8b4d458
29-in Soft AmazonBasics Spinner Luggage	$76	Prime Shipping	0	5.89	3		0	5.89	Dream	Other	Amazon	https://www.amazon.com/dp/B0719BRVGV/ref=cm_gf_aAN_i19_d_p0_qd22_____________________XJWjqOPV4pXiLcrQyIdB?th=1
RollerBlades	39.85	Prime Shipping	0		2	1	5.99	0	Dream	Toys	Amazon	https://www.amazon.com/Scale-Sports-Adjustable-Featuring-Illuminating/dp/B06XJ4KQL9/ref=sr_1_9?s=sporting-goods&ie=UTF8&qid=1544486469&sr=1-9&keywords=rollerblades&th=1&psc=1
Cruiser Board	59.99	Prime Shipping	0	4.65	2	1	8.99	4.65	Dream	Toys	Amazon	https://www.amazon.com/dp/B01AVCYQ0Q/ref=cm_gf_aTNN_d_p0_qd39________________________J3uWfwdiqsu1EK0Ebahn
LongBoard	59.99	Prime Shipping	0		2	1	11.99	0	Dream	Toys	Amazon	https://www.amazon.com/dp/B01EOUWUT0/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B01EOUWUT0&pd_rd_w=OdAJS&pf_rd_p=f0dedbe2-13c8-4136-a746-4398ed93cf0f&pd_rd_wg=BqO9Y&pf_rd_r=9Y0FEZXHN4AP9D5A46MS&pd_rd_r=4b13b128-fcd7-11e8-ac56-ef78e8b4d458
Scooter	70.99	Prime Shipping	0	5.5	2	1	11.99	6.43	Dream	Toys	Amazon	https://www.amazon.com/Fuzion-X-3-Scooter-2018-Gold/dp/B073ZMWZBQ/ref=sr_1_7?s=sporting-goods&ie=UTF8&qid=1544486329&sr=1-7&keywords=scooter
Bike	218.55	Prime Shipping	0	16.94	2	1	27.99	19.11	Dream	Toys	Amazon	https://www.amazon.com/Mongoose-Boys-Legion-Bicycle-Black/dp/B074L3KP92/ref=sr_1_4?s=sporting-goods&ie=UTF8&qid=1544486437&sr=1-4&keywords=bmx
Skateboard	79.95	Prime Shipping	0		5		0		Dream	Toys	Amazon	https://www.amazon.com/ELEMENT-Skateboards-SECTION-Complete-SKATEBOARD/dp/B00CA97JW6/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1548174185&sr=1-3&keywords=element+skateboard
Elite Controller	144.89	Prime Shipping	0	10.81	2	1	6.99	11.35	Dream	Electronics	Amazon	https://www.amazon.com/Xbox-Elite-Wireless-Controller-one/dp/B00ZDNNRB8/ref=sr_1_3?s=videogames&ie=UTF8&qid=1545082754&sr=1-3&keywords=xbox%2Belite%2Bcontroller&th=1
Apple Earpods	159.99	Prime Shipping	0	11.91	2		0	11.91	Dream	Electronics	Amazon	https://www.amazon.com/Apple-MMEF2AM-AirPods-Wireless-Bluetooth/dp/B01MQWUXZS/ref=sr_1_3?s=electronics&ie=UTF8&qid=1543038955&sr=1-3&keywords=earpods+apple
1ms Asus Monitor	189.19	Prime Shipping	20.66	0	2	1	16.99	21.98	Dream	Electronics	Amazon	https://www.amazon.com/24-inch-FreeSync-Monitor-VG245H-Response/dp/B01JGYM5H6/ref=sr_1_5?s=electronics&ie=UTF8&qid=1544330747&sr=1-5&keywords=gaming+monitor
24-in 144hz BenQ Zowie Monitor	244.99	Prime Shipping	24.99	0	2	1	16.99	26.31	Dream	Electronics	Amazon	https://www.amazon.com/dp/B01H5KKQTM/ref=sspa_dk_detail_1?psc=1&pd_rd_i=B01H5KKQTM&pd_rd_w=lij2T&pf_rd_p=f0dedbe2-13c8-4136-a746-4398ed93cf0f&pd_rd_wg=e37Du&pf_rd_r=ETE1H0SPEFQ2BPV7G0P2&pd_rd_r=74a976e2-fb6d-11e8-9909-b13733703ee0
Acer 24-in 144hz Monitor	196.99	Prime Shipping	21.27	0	2	1	11.99	22.2	Dream	Electronics	Amazon	https://www.amazon.com/Acer-GN246HL-Bbid-24-Inch-Display-x/dp/B00KO4518I/ref=sr_1_14?s=electronics&ie=UTF8&qid=1544330747&sr=1-14&keywords=gaming+monitor
24-in BenQ Zowie 144hz with S-Switch	299	Prime Shipping	29.17	0	2	1	16.99	30.49	Dream	Electronics	Amazon	https://www.amazon.com/dp/B01H5KKW0A/ref=sspa_dk_detail_1?pd_rd_i=B01H5KKQTM&pd_rd_w=lij2T&pf_rd_p=f0dedbe2-13c8-4136-a746-4398ed93cf0f&pd_rd_wg=e37Du&pf_rd_r=ETE1H0SPEFQ2BPV7G0P2&pd_rd_r=74a976e2-fb6d-11e8-9909-b13733703ee0&th=1
HyperX Cloud Headset	69.95	Prime Shipping	0		2	1	6.99	0	Dream	Electronics	Amazon	https://www.amazon.com/HyperX-KHX-H3CL-WR-Gaming-Headset/dp/B01MTLMV89/?tag=aboutcom02lifewire-20&ascsubtag=4054071%7Cgoogle.com%7C%7C%7C36%2C70%2C10%2C74%2C38%2C29%2C47%7C1%7C&th=1
Oculus Rift Complete Set	349	Prime Shipping	0	27.05	2		0	27.05	Dream	Electronics	Amazon	https://www.amazon.com/Oculus-Touch-Virtual-Reality-System-pc/dp/B073X8N1YW/ref=sr_1_3_acs_osp_osp8-351d41c6-52_1?s=electronics&ie=UTF8&qid=1543028531&sr=1-3-acs&keywords=oculus%2Brift&tag=pcmagcontent-20&ascsubtag=351d41c6-5202-4897-acd5-978caee63215&lin
High End Gaming Chair	379	Standard Shipping	0	36.01	5		0	36.01	Dream	Other	Amazon	https://www.amazon.com/DXRacer-Valkyrie-Ergonomic-Adjustable-Computer/dp/B078P61X6C/ref=sr_1_12?s=home-garden&ie=UTF8&qid=1544191827&sr=1-12&keywords=dxracer
Pink Gaming Chair	189.99	Prime Shipping	0	13.77	5		0	13.77	Dream	Other	Amazon	https://www.amazon.com/Giantex-Ergonomic-Executive-Adjustable-Reclining/dp/B079RYHD2G/ref=sr_1_1?s=sporting-goods&ie=UTF8&qid=1544364576&sr=1-1&keywords=dxracer+pink
Arozzi Arena Gaming Desk	399	Prime Shipping	0	30.92	3		0	30.92	Dream	Other	Amazon	https://www.amazon.com/Arozzi-Arena-Gaming-Desk-Black/dp/B01K1JW1L0/ref=sr_1_12_sspa?rps=1&ie=UTF8&qid=1544121748&sr=8-12-spons&keywords=gaming&refinements=p_85%3A2470955011&psc=1
Playstation Pro	399.95	Prime Shipping	0	31	2	1	11.99	31.93	Dream	Electronics	Amazon	https://www.amazon.com/PlayStation-4-Pro-1TB-Console/dp/B01LOP8EZC
Nintendo Switch	299	Prime Shipping	0	23.17	2	1	5.99	25.17	Dream	Electronics	Amazon	https://www.amazon.com/Nintendo-Switch-Neon-Red-Blue-Joy/dp/B01MUAGZ49/ref=sr_1_2?s=videogames&ie=UTF8&qid=1548179638&sr=1-2&keywords=nintendo%2Bswitch&th=1
Xbox One X	449.99	Prime Shipping	0		2	0			Dream	Electronics	Amazon	https://www.amazon.com/Microsoft-Black-Console-Wireless-Controller/dp/B07M863LPJ/ref=sr_1_1_sspa?s=toys-and-games&ie=UTF8&qid=1548176462&sr=1-1-spons&keywords=xbox+one+x&psc=1
NanoLeaf Light Panels	229	Standard Shipping	9.99	0	6		0	9.99	Dream	Electronics	Amazon	https://nanoleaf.me/en/consumer-led-lighting/products/smarter-series/nanoleaf-light-panels-smarter-kit/#get
iBUYPOWER Gaming PC	1799	Prime Shipping	0	139.42	2		0	139.42	Dream	Electronics	Amazon	https://www.amazon.com/iBUYPOWER-9200-i7-8700K-Motherboard-Graphics/dp/B078H7WQ8B/ref=sr_1_6?s=electronics&ie=UTF8&qid=1543038684&sr=1-6&keywords=done
Lego Robot Building Set - Coding Kit for Kids	159.95	Standard Shipping	0	12.4	2		0	12.4	Dream	Toys	Amazon	https://www.amazon.com/dp/B072MK1PDV/ref=gbps_tit_m15_0ed5_e5fa8f94?smid=ATVPDKIKX0DER&pf_rd_p=7a1c0026-ac31-40af-9e8e-e8b49eab0ed5&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911189011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=9876QB46DJD9RYD5KZPF&th=1
XXL Bean Bag Chair	137.85	Prime Shipping	0		10		0		Dream	Other	Amazon	https://www.amazon.com/Big-Joe-0001657-XX-Large-Filled/dp/B079Z87VFX/ref=sr_1_3?ie=UTF8&qid=1545082581&sr=8-3&keywords=XXL+Bean+Bag+Chair
Cannon G7X Mark II	649	Prime Shipping	0	50.3	2	1	5.99	50.3	Dream	Electronics	Amazon	https://www.amazon.com/Canon-PowerShot-Digital-Camera-Screen/dp/B01BV14OXA/ref=sr_1_3?ie=UTF8&qid=1544316115&sr=8-3&keywords=cannon+g7x+mark+ii
Apple Watch Series 4 - Silver Aluminium Case/White Band	407.58	Prime Shipping	0	31.59	2	1	5.99	32.45	Dream	Fashion	Amazon	https://www.amazon.com/Apple-Watch-GPS-44mm-Silver-Aluminium/dp/B07HDGBVVT
Suunto Computer Watch with Altimeter	300.3	Prime Shipping	0		2		0		Dream	Fashion	Amazon	https://www.amazon.com/SUUNTO-Core-Crush-Outdoor-Watch/dp/B0785X3P9H
Michael Kors Access Runway Stainless Steel Smartwatch: Gold Tone	350	Prime Shipping	0	27.13	2	1	5.99	27.59	Dream	Fashion	Amazon	https://www.amazon.com/Michael-Kors-Access-Stainless-Smartwatch/dp/B07G94WZWC
Guess Glitter Girl Silver Dial Stainless Steel Ladies Watch	106.29	Prime Shipping	0	8.24	2	1	8.24	5.99	Dream	Fashion	Amazon	https://www.amazon.com/Glitter-Silver-Stainless-Ladies-W0987L1/dp/B01N5NULV8
Nixon Watch Sentry Matte Black Gold Watch	128.96	Standard Shipping	0	10.49	14	5	12.1	10.93	Dream	Fashion	Amazon	https://www.amazon.com/Nixon-A105-1041-Sentry-Matte-Black/dp/B004TS15HG
Nixon Fashion/Nixon Base Tide Surf Watch	99.99	Prime Shipping	0	7.75	2		0	7.75	Dream	Fashion	Amazon	https://www.amazon.com/Nixon-Teller-A0451919-00-Womens-Sunray/dp/B07G1XPZWW
Gucci Flip Flops	210	Prime Shipping	0	16.28	3		0	16.28	Dream	Fashion	Amazon	https://shop.nordstrom.com/s/gucci-pursuit-rubber-slide-sandal-men/3408097?country=US&currency=USD&mrkgcl=760&mrkgadid=3313961681&utm_content=50089949991&utm_term=aud-370197395965:pla-370326467733&utm_channel=shopping_acq_p&sp_source=google&sp_campaign=95
Samsung Galaxy S9+ with 64GB Memory Unlocked - Midnight Black	739.99	Best Buy Shipping	0	57.35	3		0	57.35	Dream	Electronics	Amazon	https://www.bestbuy.com/site/samsung-galaxy-s9-64gb-unlocked-midnight-black/6191433.p?skuId=6191433
Apple - iPhone X with 64GB Memory Unlocked - Space Gray	899.99	Best Buy Shipping	0	69.75	3		0	69.75	Dream	Electronics	Amazon	https://www.bestbuy.com/site/apple-iphone-x-with-64gb-memory-cell-phone-unlocked-space-gray/6316064.p?skuId=6316064
LG - v40 ThinQ with 64GB Memory Unlocked - Aurora Black	799.99	Best Buy Shipping	0	62.12	3		0	62.12	Dream	Electronics	Amazon	https://www.bestbuy.com/site/lg-v40-thinq-with-64gb-memory-cell-phone-unlocked-aurora-black/6305718.p?skuId=6305718
Sony - XPERIA XZ3 with 64GB Memory Unlocked - White Silver	799.99	Best Buy Shipping	0	62.12	3		0	62.12	Dream	Electronics	Amazon	https://www.bestbuy.com/site/sony-xperia-xz3-with-64gb-memory-cell-phone-unlocked-white-silver/6301936.p?skuId=6301936
105cc Gas Mini Bike	399.99	Standard Shipping	0	31	7		0	31	Dream	Toys	Amazon	https://www.amazon.com/dp/B076F4Z197/ref=gbps_img_m15_e44d_3b3781df?smid=ATVPDKIKX0DER&pf_rd_p=b432e1de-c3b7-4f20-969a-6a641c7ce44d&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911198011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=69NJR90055WG2KWTR47B
9''x15'' Upper Bounce Rectangular Trampoline	658.99	Standard Shipping	0	51.07	9		0	51.07	Dream	Toys	Amazon	https://www.amazon.com/dp/B00FLYAY3I/ref=gbps_img_m15_e44d_60fcc016?smid=A1DXN92KCKEQV4&pf_rd_p=b432e1de-c3b7-4f20-969a-6a641c7ce44d&pf_rd_s=merchandised-search-15&pf_rd_t=101&pf_rd_i=17911198011&pf_rd_m=ATVPDKIKX0DER&pf_rd_r=69NJR90055WG2KWTR47B
Boys Golf Club Set	116.25	Prime Shipping	0	9.01	2	1	13.99	10.09	Dream	Other	Amazon	https://www.amazon.com/Wilson-Unisex-Profile-Large-Right/dp/B01MUCXAY3/ref=sr_1_3?s=sporting-goods&ie=UTF8&qid=1544331541&sr=1-3&keywords=kids+golf+club+set
